transit_date,station_complex,ridership
2024-02-04,155 St (C),989.0
2024-02-04,157 St (1),4205.0
2024-02-04,"161 St-Yankee Stadium (B,D,4)",6733.0
2024-02-04,163 St-Amsterdam Av (C),1519.0
2024-02-04,167 St (4),3335.0
2024-02-04,"167 St (B,D)",21.0
2024-02-04,"168 St (A,C,1)",7554.0
2024-02-04,169 St (F),2192.0
2024-02-04,170 St (4),2368.0
2024-02-04,"170 St (B,D)",11.0
2024-02-04,"174 St (2,5)",1453.0
2024-02-04,"174-175 Sts (B,D)",1.0
2024-02-04,175 St (A),3549.0
2024-02-04,176 St (4),2131.0
2024-02-04,18 Av (D),2234.0
2024-02-04,18 Av (F),5.0
2024-02-04,18 Av (N),2073.0
2024-02-04,18 St (1),3643.0
2024-02-04,181 St (1),3685.0
2024-02-04,181 St (A),3308.0
2024-02-04,"182-183 Sts (B,D)",9.0
2024-02-04,183 St (4),2463.0
2024-02-04,190 St (A),1587.0
2024-02-04,191 St (1),2466.0
2024-02-04,2 Av (F),6672.0
2024-02-04,20 Av (D),1864.0
2024-02-04,20 Av (N),1437.0
2024-02-04,207 St (1),2144.0
2024-02-04,21 St (G),744.0
2024-02-04,21 St-Queensbridge (F),641.0
2024-02-04,215 St (1),615.0
2024-02-04,"219 St (2,5)",15.0
2024-02-04,"225 St (2,5)",22.0
2024-02-04,23 St (1),7958.0
2024-02-04,23 St (6),6776.0
2024-02-04,"23 St (C,E)",3786.0
2024-02-04,"23 St (F,M)",3679.0
2024-02-04,"23 St (R,W)",7990.0
2024-02-04,231 St (1),2772.0
2024-02-04,"233 St (2,5)",25.0
2024-02-04,238 St (1),1344.0
2024-02-04,25 Av (D),1493.0
2024-02-04,25 St (R),1403.0
2024-02-04,28 St (1),5513.0
2024-02-04,28 St (6),6588.0
2024-02-04,"28 St (R,W)",5257.0
2024-02-04,3 Av (L),4077.0
2024-02-04,3 Av-138 St (6),2116.0
2024-02-04,"3 Av-149 St (2,5)",4837.0
2024-02-04,"30 Av (N,W)",4380.0
2024-02-04,33 St (6),8568.0
2024-02-04,33 St-Rawson St (7),1054.0
2024-02-04,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",37642.0
2024-02-04,34 St-Hudson Yards (7),8733.0
2024-02-04,"34 St-Penn Station (1,2,3)",23883.0
2024-02-04,"34 St-Penn Station (A,C,E)",24118.0
2024-02-04,"36 Av (N,W)",2169.0
2024-02-04,"36 St (D,N,R)",5220.0
2024-02-04,"36 St (M,R)",995.0
2024-02-04,"39 Av-Dutch Kills (N,W)",970.0
2024-02-04,"4 Av (F,G)/9 St (R)",4630.0
2024-02-04,40 St-Lowery St (7),3080.0
2024-02-04,45 St (R),3068.0
2024-02-04,"46 St (M,R)",2632.0
2024-02-04,46 St-Bliss St (7),4224.0
2024-02-04,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",11062.0
2024-02-04,"49 St (N,R,W)",10907.0
2024-02-04,"5 Av/53 St (E,M)",3718.0
2024-02-04,"5 Av/59 St (N,R,W)",6691.0
2024-02-04,50 St (1),10262.0
2024-02-04,"50 St (C,E)",5754.0
2024-02-04,50 St (D),1236.0
2024-02-04,52 St (7),2201.0
2024-02-04,53 St (R),3184.0
2024-02-04,55 St (D),687.0
2024-02-04,57 St (F),1634.0
2024-02-04,"57 St-7 Av (N,Q,R,W)",15930.0
2024-02-04,"59 St (N,R)",3922.0
2024-02-04,"59 St-Columbus Circle (A,B,C,D,1)",27532.0
2024-02-04,61 St-Woodside (7),5721.0
2024-02-04,"63 Dr-Rego Park (M,R)",4177.0
2024-02-04,"65 St (M,R)",1331.0
2024-02-04,66 St-Lincoln Center (1),7236.0
2024-02-04,"67 Av (M,R)",2190.0
2024-02-04,68 St-Hunter College (6),4790.0
2024-02-04,69 St (7),2101.0
2024-02-04,"7 Av (B,Q)",3315.0
2024-02-04,"7 Av (E,B,D)",4095.0
2024-02-04,"7 Av (F,G)",3973.0
2024-02-04,71 St (D),1747.0
2024-02-04,"72 St (1,2,3)",21284.0
2024-02-04,"72 St (C,B)",5189.0
2024-02-04,72 St (Q),8597.0
2024-02-04,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",26185.0
2024-02-04,"75 Av (E,F)",1092.0
2024-02-04,"75 St-Elderts Ln (J,Z)",303.0
2024-02-04,77 St (6),8779.0
2024-02-04,77 St (R),1600.0
2024-02-04,79 St (1),2056.0
2024-02-04,79 St (D),1880.0
2024-02-04,8 Av (N),5158.0
2024-02-04,"8 St-NYU (R,W)",8746.0
2024-02-04,80 St (A),1256.0
2024-02-04,"81 St-Museum of Natural History (C,B)",7891.0
2024-02-04,82 St-Jackson Hts (7),2797.0
2024-02-04,85 St-Forest Pkwy (J),1357.0
2024-02-04,86 St (1),3015.0
2024-02-04,"86 St (4,5,6)",16854.0
2024-02-04,"86 St (C,B)",4351.0
2024-02-04,86 St (N),1138.0
2024-02-04,86 St (Q),9210.0
2024-02-04,86 St (R),3597.0
2024-02-04,88 St (A),708.0
2024-02-04,9 Av (D),2169.0
2024-02-04,90 St-Elmhurst Av (7),5661.0
2024-02-04,"96 St (1,2,3)",15413.0
2024-02-04,96 St (6),4722.0
2024-02-04,"96 St (C,B)",3452.0
2024-02-04,96 St (Q),6109.0
2024-02-04,Alabama Av (J),532.0
2024-02-04,"Allerton Av (2,5)",1116.0
2024-02-04,Aqueduct Racetrack (A),605.0
2024-02-04,Aqueduct-N Conduit Av (A),196.0
2024-02-04,Astor Pl (6),9118.0
2024-02-04,"Astoria Blvd (N,W)",3318.0
2024-02-04,"Astoria-Ditmars Blvd (N,W)",4639.0
2024-02-04,Atlantic Av (L),641.0
2024-02-04,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",17752.0
2024-02-04,Avenue H (Q),959.0
2024-02-04,Avenue I (F),3.0
2024-02-04,Avenue J (Q),2132.0
2024-02-04,Avenue M (Q),2013.0
2024-02-04,Avenue N (F),2.0
2024-02-04,Avenue U (F),1.0
2024-02-04,Avenue U (N),1684.0
2024-02-04,Avenue U (Q),2768.0
2024-02-04,Avenue X (F),1.0
2024-02-04,Bay 50 St (D),834.0
2024-02-04,Bay Pkwy (D),2827.0
2024-02-04,Bay Pkwy (F),1.0
2024-02-04,Bay Pkwy (N),3054.0
2024-02-04,Bay Ridge Av (R),2728.0
2024-02-04,Bay Ridge-95 St (R),1764.0
2024-02-04,Baychester Av (5),573.0
2024-02-04,"Beach 105 St (A,S)",58.0
2024-02-04,Beach 25 St (A),388.0
2024-02-04,Beach 36 St (A),206.0
2024-02-04,Beach 44 St (A),201.0
2024-02-04,Beach 60 St (A),457.0
2024-02-04,Beach 67 St (A),655.0
2024-02-04,"Beach 90 St (A,S)",185.0
2024-02-04,"Beach 98 St (A,S)",114.0
2024-02-04,Bedford Av (L),20657.0
2024-02-04,"Bedford Park Blvd (B,D)",17.0
2024-02-04,Bedford Park Blvd-Lehman College (4),2606.0
2024-02-04,Bedford-Nostrand Avs (G),3881.0
2024-02-04,"Bergen St (2,3)",320.0
2024-02-04,"Bergen St (F,G)",3285.0
2024-02-04,Beverley Rd (Q),1445.0
2024-02-04,"Beverly Rd (2,5)",3.0
2024-02-04,"Bowery (J,Z)",2499.0
2024-02-04,"Bowling Green (4,5)",6672.0
2024-02-04,"Briarwood (E,F)",1576.0
2024-02-04,"Brighton Beach (B,Q)",3774.0
2024-02-04,"Broad Channel (A,S)",69.0
2024-02-04,"Broad St (J,Z)",1914.0
2024-02-04,Broadway (G),1844.0
2024-02-04,"Broadway (N,W)",4344.0
2024-02-04,"Broadway Junction (A,C,J,L,Z)",2968.0
2024-02-04,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",17637.0
2024-02-04,"Bronx Park East (2,5)",483.0
2024-02-04,Brook Av (6),1636.0
2024-02-04,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",7785.0
2024-02-04,"Bryant Pk (B,D,F,M)/5 Av (7)",10697.0
2024-02-04,Buhre Av (6),855.0
2024-02-04,"Burke Av (2,5)",682.0
2024-02-04,Burnside Av (4),3885.0
2024-02-04,Bushwick Av-Aberdeen St (L),1071.0
2024-02-04,Canal St (1),2297.0
2024-02-04,"Canal St (A,C,E)",6293.0
2024-02-04,"Canal St (J,N,Q,R,W,Z,6)",22726.0
2024-02-04,Canarsie-Rockaway Pkwy (L),884.0
2024-02-04,"Carroll St (F,G)",3181.0
2024-02-04,Castle Hill Av (6),1462.0
2024-02-04,Cathedral Pkwy (110 St) (1),5658.0
2024-02-04,"Cathedral Pkwy (110 St) (C,B)",3020.0
2024-02-04,Central Av (M),1117.0
2024-02-04,"Central Park North (110 St) (2,3)",2179.0
2024-02-04,"Chambers St (1,2,3)",3599.0
2024-02-04,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",8695.0
2024-02-04,"Chauncey St (J,Z)",1073.0
2024-02-04,Christopher St-Sheridan Sq (1),8229.0
2024-02-04,"Church Av (2,5)",10.0
2024-02-04,"Church Av (B,Q)",5393.0
2024-02-04,"Church Av (F,G)",5446.0
2024-02-04,"City Hall (R,W)",15.0
2024-02-04,"Clark St (2,3)",2903.0
2024-02-04,Classon Av (G),1472.0
2024-02-04,Cleveland St (J),530.0
2024-02-04,Clinton-Washington Avs (C),3325.0
2024-02-04,Clinton-Washington Avs (G),1145.0
2024-02-04,"Coney Island-Stillwell Av (D,F,N,Q)",4573.0
2024-02-04,Cortelyou Rd (Q),2486.0
2024-02-04,"Court Sq (E,G,M,7)",8064.0
2024-02-04,"Court St (R)/Borough Hall (2,3,4,5)",6932.0
2024-02-04,"Crescent St (J,Z)",1023.0
2024-02-04,"Crown Hts-Utica Av (3,4)",7729.0
2024-02-04,Cypress Av (6),611.0
2024-02-04,Cypress Hills (J),451.0
2024-02-04,"DeKalb Av (B,Q,R)",9593.0
2024-02-04,DeKalb Av (L),5447.0
2024-02-04,"Delancey St (F)/Essex St (J,M,Z)",13850.0
2024-02-04,Ditmas Av (F),4.0
2024-02-04,Dyckman St (1),2282.0
2024-02-04,Dyckman St (A),2141.0
2024-02-04,E 143 St-St Mary's St (6),188.0
2024-02-04,E 149 St (6),1258.0
2024-02-04,"E 180 St (2,5)",2259.0
2024-02-04,East 105 St (L),691.0
2024-02-04,East Broadway (F),5742.0
2024-02-04,Eastchester-Dyre Av (5),737.0
2024-02-04,"Eastern Pkwy-Brooklyn Museum (2,3)",1184.0
2024-02-04,Elder Av (6),1832.0
2024-02-04,"Elmhurst Av (M,R)",4894.0
2024-02-04,"Euclid Av (A,C)",2830.0
2024-02-04,Far Rockaway-Mott Av (A),1293.0
2024-02-04,"Flatbush Av-Brooklyn College (2,5)",32.0
2024-02-04,Flushing Av (G),942.0
2024-02-04,"Flushing Av (M,J)",2435.0
2024-02-04,Flushing-Main St (7),23937.0
2024-02-04,Fordham Rd (4),4387.0
2024-02-04,"Fordham Rd (B,D)",41.0
2024-02-04,Forest Av (M),1166.0
2024-02-04,"Forest Hills-71 Av (E,F,M,R)",7790.0
2024-02-04,Fort Hamilton Pkwy (D),1384.0
2024-02-04,"Fort Hamilton Pkwy (F,G)",830.0
2024-02-04,Fort Hamilton Pkwy (N),2315.0
2024-02-04,"Franklin Av (2,3,4,5)/Botanic Garden (S)",11124.0
2024-02-04,"Franklin Av (C,S)",2785.0
2024-02-04,Franklin St (1),2325.0
2024-02-04,"Freeman St (2,5)",1111.0
2024-02-04,Fresh Pond Rd (M),1501.0
2024-02-04,"Fulton St (A,C,J,Z,2,3,4,5)",24919.0
2024-02-04,Fulton St (G),1705.0
2024-02-04,"Gates Av (J,Z)",2503.0
2024-02-04,Graham Av (L),4122.0
2024-02-04,"Grand Army Plaza (2,3)",1333.0
2024-02-04,"Grand Av-Newtown (M,R)",5775.0
2024-02-04,"Grand Central-42 St (S,4,5,6,7)",40111.0
2024-02-04,"Grand St (B,D)",12200.0
2024-02-04,Grand St (L),2688.0
2024-02-04,Grant Av (A),1571.0
2024-02-04,Greenpoint Av (G),4482.0
2024-02-04,"Gun Hill Rd (2,5)",3195.0
2024-02-04,Gun Hill Rd (5),972.0
2024-02-04,Halsey St (J),2075.0
2024-02-04,Halsey St (L),3308.0
2024-02-04,Harlem-148 St (3),3.0
2024-02-04,"Hewes St (M,J)",1137.0
2024-02-04,"High St (A,C)",5589.0
2024-02-04,Houston St (1),4826.0
2024-02-04,Howard Beach-JFK Airport (A),1976.0
2024-02-04,"Hoyt St (2,3)",2343.0
2024-02-04,"Hoyt-Schermerhorn Sts (A,C,G)",5802.0
2024-02-04,Hunters Point Av (7),563.0
2024-02-04,Hunts Point Av (6),2308.0
2024-02-04,"Intervale Av (2,5)",707.0
2024-02-04,Inwood-207 St (A),2919.0
2024-02-04,"Jackson Av (2,5)",1116.0
2024-02-04,"Jamaica Center-Parsons/Archer (E,J,Z)",3969.0
2024-02-04,Jamaica-179 St (F),4733.0
2024-02-04,Jamaica-Van Wyck (E),5.0
2024-02-04,"Jay St-MetroTech (A,C,F,R)",8688.0
2024-02-04,Jefferson St (L),4718.0
2024-02-04,Junction Blvd (7),13926.0
2024-02-04,Junius St (3),649.0
2024-02-04,"Kew Gardens-Union Tpke (E,F)",7919.0
2024-02-04,"Kings Hwy (B,Q)",5988.0
2024-02-04,Kings Hwy (F),27.0
2024-02-04,Kings Hwy (N),2342.0
2024-02-04,Kingsbridge Rd (4),3356.0
2024-02-04,"Kingsbridge Rd (B,D)",7.0
2024-02-04,Kingston Av (3),1540.0
2024-02-04,Kingston-Throop Avs (C),2610.0
2024-02-04,Knickerbocker Av (M),1217.0
2024-02-04,Kosciuszko St (J),2279.0
2024-02-04,Lafayette Av (C),3063.0
2024-02-04,"Lexington Av (N,R,W)/59 St (4,5,6)",17889.0
2024-02-04,"Lexington Av-53 St (E,M)/51 St (6)",12720.0
2024-02-04,"Lexington Av/63 St (F,Q)",4061.0
2024-02-04,Liberty Av (C),689.0
2024-02-04,Livonia Av (L),765.0
2024-02-04,Longwood Av (6),790.0
2024-02-04,Lorimer St (L)/Metropolitan Av (G),8611.0
2024-02-04,"Lorimer St (M,J)",1749.0
2024-02-04,Marble Hill-225 St (1),1594.0
2024-02-04,"Marcy Av (M,J,Z)",4958.0
2024-02-04,Mets-Willets Point (7),979.0
2024-02-04,Middle Village-Metropolitan Av (M),916.0
2024-02-04,Middletown Rd (6),428.0
2024-02-04,Montrose Av (L),3650.0
2024-02-04,Morgan Av (L),3505.0
2024-02-04,Morris Park (5),537.0
2024-02-04,Morrison Av-Soundview (6),1444.0
2024-02-04,Mosholu Pkwy (4),3233.0
2024-02-04,Mt Eden Av (4),1825.0
2024-02-04,"Myrtle Av (M,J,Z)",4722.0
2024-02-04,Myrtle-Willoughby Avs (G),1734.0
2024-02-04,"Myrtle-Wyckoff Avs (L,M)",9310.0
2024-02-04,Nassau Av (G),4086.0
2024-02-04,Neck Rd (Q),1488.0
2024-02-04,"Nereid Av (2,5)",13.0
2024-02-04,"Nevins St (2,3,4,5)",3333.0
2024-02-04,New Lots Av (3),1351.0
2024-02-04,New Lots Av (L),1050.0
2024-02-04,New Utrecht Av (N)/62 St (D),1773.0
2024-02-04,"Newkirk Av-Little Haiti (2,5)",9.0
2024-02-04,"Newkirk Plaza (B,Q)",3625.0
2024-02-04,"Northern Blvd (M,R)",2009.0
2024-02-04,"Norwood Av (J,Z)",621.0
2024-02-04,Norwood-205 St (D),4.0
2024-02-04,Nostrand Av (3),1129.0
2024-02-04,"Nostrand Av (A,C)",6960.0
2024-02-04,Ocean Pkwy (Q),1248.0
2024-02-04,Ozone Park-Lefferts Blvd (A),1689.0
2024-02-04,Park Pl (S),633.0
2024-02-04,Parkchester (6),4188.0
2024-02-04,Parkside Av (Q),3361.0
2024-02-04,Parsons Blvd (F),3523.0
2024-02-04,Pelham Bay Park (6),1531.0
2024-02-04,"Pelham Pkwy (2,5)",1920.0
2024-02-04,Pelham Pkwy (5),478.0
2024-02-04,Pennsylvania Av (3),1026.0
2024-02-04,"Prince St (R,W)",8271.0
2024-02-04,"Prospect Av (2,5)",1622.0
2024-02-04,Prospect Av (R),2322.0
2024-02-04,"Prospect Park (B,Q,S)",4655.0
2024-02-04,"Queens Plaza (E,M,R)",6145.0
2024-02-04,"Queensboro Plaza (7,N,W)",5960.0
2024-02-04,RI Tramway (Manhattan),4576.0
2024-02-04,RI Tramway (Roosevelt),5599.0
2024-02-04,Ralph Av (C),1702.0
2024-02-04,Rector St (1),2779.0
2024-02-04,"Rector St (R,W)",2.0
2024-02-04,Rockaway Av (3),1043.0
2024-02-04,Rockaway Av (C),1653.0
2024-02-04,Rockaway Blvd (A),1959.0
2024-02-04,"Rockaway Park-Beach 116 St (A,S)",274.0
2024-02-04,Roosevelt Island (F),872.0
2024-02-04,Saratoga Av (3),1130.0
2024-02-04,Seneca Av (M),962.0
2024-02-04,"Sheepshead Bay (B,Q)",3611.0
2024-02-04,Shepherd Av (C),770.0
2024-02-04,"Simpson St (2,5)",1636.0
2024-02-04,"Smith-9 Sts (F,G)",1247.0
2024-02-04,"South Ferry (1)/Whitehall St (R,W)",5648.0
2024-02-04,Spring St (6),7520.0
2024-02-04,"Spring St (C,E)",4613.0
2024-02-04,St George (SIR),1605.0
2024-02-04,St Lawrence Av (6),1214.0
2024-02-04,"Steinway St (M,R)",4879.0
2024-02-04,"Sterling St (2,5)",2.0
2024-02-04,Sutphin Blvd (F),2077.0
2024-02-04,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",5343.0
2024-02-04,Sutter Av (L),628.0
2024-02-04,Sutter Av-Rutland Rd (3),1612.0
2024-02-04,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",75837.0
2024-02-04,Tompkinsville (SIR),239.0
2024-02-04,"Tremont Av (B,D)",33.0
2024-02-04,Union St (R),3950.0
2024-02-04,"Utica Av (A,C)",4462.0
2024-02-04,Van Cortlandt Park-242 St (1),1824.0
2024-02-04,Van Siclen Av (3),589.0
2024-02-04,Van Siclen Av (C),770.0
2024-02-04,"Van Siclen Av (J,Z)",687.0
2024-02-04,Vernon Blvd-Jackson Av (7),6022.0
2024-02-04,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",20893.0
2024-02-04,"W 8 St-NY Aquarium (F,Q)",685.0
2024-02-04,WTC Cortlandt (1),6671.0
2024-02-04,Wakefield-241 St (2),51.0
2024-02-04,"Wall St (2,3)",3807.0
2024-02-04,"Wall St (4,5)",4602.0
2024-02-04,"West Farms Sq-E Tremont Av (2,5)",1390.0
2024-02-04,Westchester Sq-E Tremont Av (6),715.0
2024-02-04,Whitlock Av (6),452.0
2024-02-04,Wilson Av (L),1752.0
2024-02-04,"Winthrop St (2,5)",3.0
2024-02-04,"Woodhaven Blvd (J,Z)",439.0
2024-02-04,"Woodhaven Blvd (M,R)",5887.0
2024-02-04,Woodlawn (4),2027.0
2024-02-04,York St (F),3968.0
2024-02-04,Zerega Av (6),589.0
2024-02-05,1 Av (L),16022.0
2024-02-05,103 St (1),8176.0
2024-02-05,103 St (6),8185.0
2024-02-05,"103 St (C,B)",2948.0
2024-02-05,103 St-Corona Plaza (7),21121.0
2024-02-05,104 St (A),1277.0
2024-02-05,"104 St (J,Z)",2316.0
2024-02-05,110 St (6),6472.0
2024-02-05,111 St (7),4084.0
2024-02-05,111 St (A),1638.0
2024-02-05,111 St (J),1631.0
2024-02-05,"116 St (2,3)",5808.0
2024-02-05,116 St (6),8987.0
2024-02-05,"116 St (C,B)",4241.0
2024-02-05,116 St-Columbia University (1),11716.0
2024-02-05,"121 St (J,Z)",1570.0
2024-02-05,125 St (1),6522.0
2024-02-05,"125 St (2,3)",8224.0
2024-02-05,"125 St (4,5,6)",15235.0
2024-02-05,"125 St (A,C,B,D)",17374.0
2024-02-05,"135 St (2,3)",6486.0
2024-02-05,"135 St (C,B)",3971.0
2024-02-05,137 St-City College (1),8887.0
2024-02-05,"138 St-Grand Concourse (4,5)",2336.0
2024-02-05,"14 St (A,C,E)/8 Av (L)",28276.0
2024-02-05,"14 St (F,M,1,2,3)/6 Av (L)",27493.0
2024-02-05,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",61723.0
2024-02-05,145 St (1),6125.0
2024-02-05,145 St (3),1874.0
2024-02-05,"145 St (A,C,B,D)",15920.0
2024-02-05,"149 St-Grand Concourse (2,4,5)",6590.0
2024-02-05,"15 St-Prospect Park (F,G)",4234.0
2024-02-05,"155 St (B,D)",1907.0
2024-02-05,155 St (C),1706.0
2024-02-05,157 St (1),7000.0
2024-02-05,"161 St-Yankee Stadium (B,D,4)",13590.0
2024-02-05,163 St-Amsterdam Av (C),2669.0
2024-02-05,167 St (4),5367.0
2024-02-05,"167 St (B,D)",4620.0
2024-02-05,"168 St (A,C,1)",17441.0
2024-02-05,169 St (F),5607.0
2024-02-05,170 St (4),4030.0
2024-02-05,"170 St (B,D)",3260.0
2024-02-05,"174 St (2,5)",3474.0
2024-02-05,"174-175 Sts (B,D)",2653.0
2024-02-05,175 St (A),7207.0
2024-02-05,176 St (4),3264.0
2024-02-05,18 Av (D),4442.0
2024-02-05,18 Av (F),2622.0
2024-02-05,18 Av (N),3533.0
2024-02-05,18 St (1),5080.0
2024-02-05,181 St (1),6938.0
2024-02-05,181 St (A),6187.0
2024-02-05,"182-183 Sts (B,D)",2788.0
2024-02-05,183 St (4),3650.0
2024-02-05,190 St (A),2980.0
2024-02-05,191 St (1),5015.0
2024-02-05,2 Av (F),10175.0
2024-02-05,20 Av (D),3830.0
2024-02-05,20 Av (N),3395.0
2024-02-05,207 St (1),4224.0
2024-02-05,21 St (G),1327.0
2024-02-05,21 St-Queensbridge (F),1296.0
2024-02-05,215 St (1),1905.0
2024-02-05,"219 St (2,5)",1530.0
2024-02-05,"225 St (2,5)",1967.0
2024-02-05,23 St (1),9196.0
2024-02-05,23 St (6),20529.0
2024-02-05,"23 St (C,E)",13980.0
2024-02-05,"23 St (F,M)",16442.0
2024-02-05,"23 St (R,W)",12868.0
2024-02-05,231 St (1),6117.0
2024-02-05,"233 St (2,5)",2608.0
2024-02-05,238 St (1),3139.0
2024-02-05,25 Av (D),3299.0
2024-02-05,25 St (R),2523.0
2024-02-05,28 St (1),9302.0
2024-02-05,28 St (6),13713.0
2024-02-05,"28 St (R,W)",7358.0
2024-02-05,3 Av (L),4417.0
2024-02-05,3 Av-138 St (6),4673.0
2024-02-05,"3 Av-149 St (2,5)",11500.0
2024-02-05,"30 Av (N,W)",9194.0
2024-02-05,33 St (6),18957.0
2024-02-05,33 St-Rawson St (7),6493.0
2024-02-05,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",65372.0
2024-02-05,34 St-Hudson Yards (7),16326.0
2024-02-05,"34 St-Penn Station (1,2,3)",46349.0
2024-02-05,"34 St-Penn Station (A,C,E)",51557.0
2024-02-05,"36 Av (N,W)",4785.0
2024-02-05,"36 St (D,N,R)",10937.0
2024-02-05,"36 St (M,R)",2628.0
2024-02-05,"39 Av-Dutch Kills (N,W)",2609.0
2024-02-05,"4 Av (F,G)/9 St (R)",8597.0
2024-02-05,40 St-Lowery St (7),7034.0
2024-02-05,45 St (R),5750.0
2024-02-05,"46 St (M,R)",5314.0
2024-02-05,46 St-Bliss St (7),8631.0
2024-02-05,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",31938.0
2024-02-05,"49 St (N,R,W)",14387.0
2024-02-05,"5 Av/53 St (E,M)",17719.0
2024-02-05,"5 Av/59 St (N,R,W)",10063.0
2024-02-05,50 St (1),15107.0
2024-02-05,"50 St (C,E)",13469.0
2024-02-05,50 St (D),2780.0
2024-02-05,52 St (7),5004.0
2024-02-05,53 St (R),6187.0
2024-02-05,55 St (D),1543.0
2024-02-05,57 St (F),3904.0
2024-02-05,"57 St-7 Av (N,Q,R,W)",22848.0
2024-02-05,"59 St (N,R)",9013.0
2024-02-05,"59 St-Columbus Circle (A,B,C,D,1)",48260.0
2024-02-05,61 St-Woodside (7),12049.0
2024-02-05,"63 Dr-Rego Park (M,R)",9360.0
2024-02-05,"65 St (M,R)",2345.0
2024-02-05,66 St-Lincoln Center (1),13668.0
2024-02-05,"67 Av (M,R)",5633.0
2024-02-05,68 St-Hunter College (6),24368.0
2024-02-05,69 St (7),4493.0
2024-02-05,"7 Av (B,Q)",6926.0
2024-02-05,"7 Av (E,B,D)",10415.0
2024-02-05,"7 Av (F,G)",8642.0
2024-02-05,71 St (D),3496.0
2024-02-05,"72 St (1,2,3)",29470.0
2024-02-05,"72 St (C,B)",6039.0
2024-02-05,72 St (Q),20650.0
2024-02-05,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",43802.0
2024-02-05,"75 Av (E,F)",2389.0
2024-02-05,"75 St-Elderts Ln (J,Z)",937.0
2024-02-05,77 St (6),20408.0
2024-02-05,77 St (R),3859.0
2024-02-05,79 St (1),3319.0
2024-02-05,79 St (D),4636.0
2024-02-05,8 Av (N),8547.0
2024-02-05,"8 St-NYU (R,W)",11380.0
2024-02-05,80 St (A),3112.0
2024-02-05,"81 St-Museum of Natural History (C,B)",8508.0
2024-02-05,82 St-Jackson Hts (7),5254.0
2024-02-05,85 St-Forest Pkwy (J),3325.0
2024-02-05,86 St (1),12124.0
2024-02-05,"86 St (4,5,6)",32040.0
2024-02-05,"86 St (C,B)",7669.0
2024-02-05,86 St (N),1872.0
2024-02-05,86 St (Q),14634.0
2024-02-05,86 St (R),8452.0
2024-02-05,88 St (A),2003.0
2024-02-05,9 Av (D),3931.0
2024-02-05,90 St-Elmhurst Av (7),14527.0
2024-02-05,"96 St (1,2,3)",24349.0
2024-02-05,96 St (6),13282.0
2024-02-05,"96 St (C,B)",6811.0
2024-02-05,96 St (Q),11609.0
2024-02-05,Alabama Av (J),1282.0
2024-02-05,"Allerton Av (2,5)",2796.0
2024-02-05,Aqueduct Racetrack (A),422.0
2024-02-05,Aqueduct-N Conduit Av (A),622.0
2024-02-05,Astor Pl (6),11150.0
2024-02-05,"Astoria Blvd (N,W)",7387.0
2024-02-05,"Astoria-Ditmars Blvd (N,W)",10353.0
2024-02-05,Atlantic Av (L),1456.0
2024-02-05,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",33606.0
2024-02-05,Avenue H (Q),2377.0
2024-02-05,Avenue I (F),1438.0
2024-02-05,Avenue J (Q),3862.0
2024-02-05,Avenue M (Q),3992.0
2024-02-05,Avenue N (F),2194.0
2024-02-05,Avenue P (F),2042.0
2024-02-05,Avenue U (F),1423.0
2024-02-05,Avenue U (N),2965.0
2024-02-05,Avenue U (Q),5286.0
2024-02-05,Avenue X (F),1936.0
2024-02-05,Bay 50 St (D),2015.0
2024-02-05,Bay Pkwy (D),5347.0
2024-02-05,Bay Pkwy (F),1043.0
2024-02-05,Bay Pkwy (N),5457.0
2024-02-05,Bay Ridge Av (R),6081.0
2024-02-05,Bay Ridge-95 St (R),4002.0
2024-02-05,Baychester Av (5),1954.0
2024-02-05,"Beach 105 St (A,S)",148.0
2024-02-05,Beach 25 St (A),1077.0
2024-02-05,Beach 36 St (A),593.0
2024-02-05,Beach 44 St (A),489.0
2024-02-05,Beach 60 St (A),1191.0
2024-02-05,Beach 67 St (A),1474.0
2024-02-05,"Beach 90 St (A,S)",416.0
2024-02-05,"Beach 98 St (A,S)",295.0
2024-02-05,Bedford Av (L),20671.0
2024-02-05,"Bedford Park Blvd (B,D)",3838.0
2024-02-05,Bedford Park Blvd-Lehman College (4),4457.0
2024-02-05,Bedford-Nostrand Avs (G),5835.0
2024-02-05,"Bergen St (2,3)",3288.0
2024-02-05,"Bergen St (F,G)",8234.0
2024-02-05,Beverley Rd (Q),2398.0
